session_id,user_id,session_date,device,country,acquisition_channel,session_duration_seconds
121,19743,2026-04-30,desktop,France,paid search,1472
122,20576,2026-04-29,desktop,France,paid search,250
123,6581,2026-05-11,tablet,UK,direct,995
124,4333,2026-05-06,desktop,Germany,email,1530
125,5908,2026-05-06,tablet,Germany,direct,473
126,9472,2026-05-06,tablet,US,email,791
127,6781,2026-04-30,desktop,UK,email,1104
128,16318,2026-04-27,tablet,Italy,referral,1481
129,17382,2026-04-29,mobile,US,email,658
130,4568,2026-05-04,desktop,Germany,paid search,1243
131,20403,2026-05-08,tablet,US,email,490
132,5736,2026-05-10,mobile,US,email,1034
133,9934,2026-05-10,mobile,US,organic search,1218
134,17960,2026-05-08,tablet,France,direct,475
135,23870,2026-05-15,desktop,UK,email,168
136,8996,2026-05-14,mobile,Spain,email,1659
137,17673,2026-04-26,desktop,UK,referral,309
138,21444,2026-04-28,mobile,UK,email,1396
139,14681,2026-05-11,mobile,France,referral,188
140,22108,2026-04-28,mobile,France,paid search,597
141,24241,2026-05-15,tablet,Italy,email,1760
142,10312,2026-05-07,desktop,US,paid search,1515
143,7538,2026-04-28,mobile,France,email,1613
144,8411,2026-05-15,tablet,US,referral,1525
145,11817,2026-05-13,tablet,France,paid search,1069
146,6574,2026-04-26,desktop,France,paid search,1270
147,4013,2026-05-06,mobile,Germany,paid search,1287
148,6598,2026-05-07,tablet,US,organic search,1507
149,9,2026-04-26,desktop,France,organic search,695
150,956,2026-05-08,tablet,Italy,referral,1175
151,24645,2026-04-28,desktop,Spain,organic search,491
152,13723,2026-04-30,mobile,Spain,email,253
153,1960,2026-05-10,mobile,Italy,referral,662
154,20713,2026-05-13,mobile,UK,email,448
155,6913,2026-05-05,tablet,France,direct,1411
156,3027,2026-05-15,desktop,US,paid search,653
157,17528,2026-05-10,desktop,Germany,email,1619
158,1017,2026-05-03,desktop,UK,referral,1359
159,13348,2026-04-30,tablet,France,organic search,155
160,13940,2026-05-15,tablet,Spain,email,524
161,11992,2026-05-01,desktop,Germany,direct,808
162,3585,2026-05-04,desktop,Germany,referral,450
163,1731,2026-04-26,desktop,Germany,referral,364
164,4184,2026-05-13,mobile,US,paid search,243
165,2905,2026-05-05,desktop,Germany,direct,1712
166,9063,2026-04-26,mobile,UK,email,521
167,24664,2026-05-02,tablet,Italy,organic search,1361
168,22106,2026-05-13,mobile,UK,email,573
169,8139,2026-05-04,tablet,France,paid search,1142
170,6525,2026-04-25,tablet,France,direct,1121
171,3715,2026-04-29,mobile,Italy,email,1748
172,21887,2026-05-11,desktop,Italy,email,1770
173,18196,2026-05-12,desktop,US,referral,377
174,22252,2026-05-04,mobile,Germany,paid search,1427
175,6857,2026-05-04,tablet,Italy,direct,332
176,20841,2026-05-05,tablet,Italy,paid search,1776
177,18324,2026-05-09,tablet,UK,email,127
178,13499,2026-05-15,desktop,Italy,email,1260
179,11272,2026-04-30,mobile,UK,direct,903
180,14524,2026-05-13,tablet,Italy,direct,490
181,2068,2026-04-28,desktop,US,paid search,427
182,18129,2026-05-06,desktop,Spain,paid search,770
183,22372,2026-05-09,mobile,Italy,direct,1155
184,12683,2026-05-14,desktop,UK,direct,760
185,5601,2026-05-07,mobile,Germany,email,1426
186,7022,2026-05-04,mobile,Spain,direct,1586
187,6214,2026-05-10,mobile,Italy,direct,1011
188,15874,2026-05-13,tablet,Germany,email,66
189,360,2026-05-10,mobile,Germany,email,306
190,4719,2026-04-28,mobile,Italy,referral,621
191,1686,2026-04-30,mobile,UK,referral,1218
192,19758,2026-05-09,desktop,Germany,referral,947
193,15641,2026-05-07,mobile,US,email,612
194,22948,2026-05-01,tablet,UK,organic search,811
195,18990,2026-05-07,mobile,Germany,email,1025
196,15224,2026-05-13,desktop,US,direct,1665
197,99,2026-04-26,desktop,Spain,direct,1458
198,12377,2026-05-05,mobile,US,paid search,722
199,23436,2026-05-09,mobile,Italy,paid search,1399
200,14726,2026-04-25,desktop,UK,referral,323
201,16150,2026-05-05,mobile,Germany,direct,900
202,22225,2026-04-26,mobile,UK,paid search,413
203,4181,2026-05-08,desktop,Italy,email,1147
204,17743,2026-04-27,desktop,Italy,paid search,898
205,20121,2026-05-12,tablet,Germany,organic search,706
206,4558,2026-05-13,tablet,Germany,referral,971
207,18184,2026-04-28,mobile,France,paid search,908
208,10105,2026-05-13,desktop,Spain,paid search,1063
209,16958,2026-05-10,mobile,Germany,organic search,89
210,9281,2026-04-25,desktop,Italy,direct,101
211,23747,2026-05-03,mobile,Italy,email,305
212,23984,2026-05-01,desktop,France,paid search,713
213,2130,2026-05-04,tablet,US,email,767
214,8948,2026-05-01,tablet,UK,paid search,1564
215,20192,2026-05-06,tablet,Germany,organic search,282
216,7992,2026-05-10,tablet,UK,paid search,1383
217,24560,2026-05-14,desktop,Italy,direct,1298
218,20678,2026-05-03,mobile,UK,organic search,1392
219,21076,2026-05-02,mobile,Italy,paid search,850
220,10438,2026-05-15,desktop,France,paid search,1437
221,4997,2026-05-07,tablet,Italy,referral,357
222,5452,2026-05-09,desktop,Germany,referral,1620
223,12640,2026-05-02,tablet,Italy,direct,740
224,15837,2026-05-02,mobile,Germany,paid search,1327
225,8687,2026-05-15,tablet,France,referral,803
226,14597,2026-05-06,desktop,UK,email,316
227,16904,2026-05-07,tablet,Spain,organic search,888
228,14863,2026-05-06,desktop,Germany,email,904
229,24061,2026-05-04,desktop,Germany,email,289
230,10359,2026-05-13,tablet,France,paid search,1698
231,22704,2026-05-15,desktop,US,email,1651
232,5272,2026-05-11,desktop,Italy,email,515
233,21548,2026-05-09,mobile,Germany,paid search,729
234,1894,2026-05-11,mobile,Spain,organic search,484
235,1716,2026-05-08,tablet,France,paid search,91
236,1627,2026-05-11,desktop,Spain,email,1640
237,4858,2026-05-09,desktop,Germany,paid search,819
238,12097,2026-05-09,mobile,UK,organic search,654
239,22538,2026-05-11,mobile,France,organic search,424
240,23633,2026-05-14,mobile,Spain,referral,996
241,6127,2026-05-08,tablet,Italy,direct,937
242,4350,2026-04-28,desktop,France,referral,1603
243,12783,2026-05-06,desktop,Spain,email,179
244,16905,2026-05-03,tablet,France,paid search,979
245,1607,2026-04-27,mobile,Germany,direct,597
246,14652,2026-05-11,mobile,France,referral,855
247,24028,2026-05-06,mobile,France,direct,865
248,22488,2026-05-03,mobile,US,paid search,602
249,672,2026-05-07,tablet,Italy,organic search,1604
250,5810,2026-05-07,mobile,UK,paid search,679
251,8795,2026-05-09,tablet,Spain,email,1421
252,6933,2026-05-10,mobile,Germany,referral,623
253,12310,2026-04-26,mobile,France,direct,1671
254,8512,2026-05-01,mobile,US,email,289
255,12778,2026-05-10,mobile,France,referral,1177
256,20631,2026-05-01,desktop,Germany,organic search,1409
257,4670,2026-05-01,mobile,Germany,organic search,997
258,8471,2026-05-02,mobile,France,email,624
259,18949,2026-05-09,desktop,UK,referral,316
260,24703,2026-05-07,mobile,Spain,referral,1368
261,2688,2026-04-30,desktop,Germany,direct,198
262,19662,2026-05-02,desktop,UK,paid search,259
263,17485,2026-05-02,desktop,Italy,organic search,1722
264,7647,2026-04-30,mobile,Spain,referral,1199
265,22597,2026-05-08,tablet,France,direct,861
266,22943,2026-04-29,mobile,France,organic search,372
267,17420,2026-05-03,tablet,UK,referral,522
268,16268,2026-05-02,desktop,Spain,referral,1319
269,19326,2026-04-29,tablet,Spain,organic search,652
270,22516,2026-05-15,tablet,US,paid search,1073
271,10328,2026-05-03,desktop,Germany,email,1573
272,14948,2026-05-07,tablet,Spain,organic search,699
273,21401,2026-05-11,desktop,Spain,direct,1357
274,18915,2026-05-04,tablet,UK,email,239
275,24313,2026-05-01,desktop,UK,paid search,664
276,24092,2026-05-01,desktop,Germany,email,1700
277,17175,2026-05-09,mobile,UK,referral,1277
278,6878,2026-05-05,desktop,Germany,direct,232
279,20058,2026-05-11,mobile,France,referral,772
280,24021,2026-05-10,desktop,Germany,organic search,1616
281,12993,2026-04-29,desktop,Germany,referral,1109
282,20221,2026-05-13,mobile,US,organic search,883
283,21403,2026-05-09,mobile,US,direct,259
284,17556,2026-05-14,tablet,US,email,444
285,19356,2026-04-28,mobile,Italy,organic search,120
286,16694,2026-05-14,mobile,Spain,paid search,1154
287,6347,2026-05-13,desktop,UK,organic search,1200
288,16641,2026-05-11,tablet,US,direct,1027
289,6117,2026-05-02,desktop,UK,organic search,969
290,24559,2026-04-29,tablet,Germany,direct,209
291,17097,2026-05-11,mobile,Germany,paid search,246
292,15478,2026-05-11,mobile,France,direct,758
293,13422,2026-05-03,tablet,US,paid search,380
294,4628,2026-05-12,mobile,Italy,referral,1507
295,15466,2026-05-08,desktop,Germany,direct,651
296,4727,2026-05-08,desktop,Germany,paid search,1667
297,16756,2026-05-02,tablet,Germany,referral,1112
298,6109,2026-04-29,desktop,Spain,paid search,1232
299,14803,2026-05-14,desktop,Spain,organic search,909
300,24803,2026-05-06,desktop,US,direct,1416
301,9596,2026-05-09,tablet,UK,referral,1513
302,2857,2026-05-07,tablet,US,direct,1150
303,7647,2026-04-29,tablet,Germany,organic search,1770
304,469,2026-04-27,tablet,UK,paid search,1441
305,21610,2026-05-12,tablet,UK,paid search,1163
306,4824,2026-05-12,desktop,Spain,organic search,1328
307,11876,2026-05-02,mobile,UK,paid search,483
308,21619,2026-05-10,tablet,France,paid search,1497
309,8144,2026-04-30,desktop,US,paid search,748
310,9637,2026-04-29,tablet,Italy,email,1211
311,23740,2026-05-09,tablet,Spain,direct,1778
312,2166,2026-05-14,mobile,France,referral,1292
313,20583,2026-05-10,tablet,UK,organic search,1570
314,3822,2026-05-15,tablet,Italy,direct,1478
315,13759,2026-05-03,desktop,US,referral,956
316,21231,2026-04-29,mobile,Germany,email,1128
317,4170,2026-05-10,desktop,Germany,email,1735
318,5302,2026-05-14,tablet,US,referral,1782
319,8691,2026-05-07,mobile,France,organic search,873
320,11507,2026-05-04,desktop,UK,referral,1712
321,8242,2026-04-30,tablet,Italy,direct,1084
322,19744,2026-05-04,mobile,Spain,referral,1696
323,12746,2026-05-06,desktop,US,organic search,584
324,14577,2026-05-12,mobile,UK,organic search,1335
325,9918,2026-05-01,desktop,Spain,email,171
326,8460,2026-05-08,mobile,UK,direct,570
327,2429,2026-05-06,mobile,France,organic search,1596
328,24380,2026-05-08,tablet,US,email,310
329,1299,2026-05-03,tablet,US,referral,436
330,14772,2026-04-28,tablet,France,direct,1057
331,20244,2026-05-01,mobile,Germany,direct,1056
332,24318,2026-05-09,mobile,France,paid search,1107
333,11978,2026-04-26,tablet,US,email,1615
334,18661,2026-05-01,mobile,UK,email,1562
335,18561,2026-04-28,tablet,US,paid search,1757
336,10142,2026-05-04,desktop,UK,referral,745
337,12103,2026-05-14,tablet,France,direct,639
338,7375,2026-05-08,tablet,Italy,email,1376
339,3403,2026-05-04,mobile,Italy,referral,276
340,23487,2026-04-25,desktop,UK,organic search,1121
341,15685,2026-04-26,mobile,UK,referral,274
342,17316,2026-04-29,desktop,France,organic search,1556
343,16799,2026-05-14,desktop,UK,direct,1383
344,22286,2026-05-01,tablet,US,organic search,904
345,9071,2026-05-07,tablet,France,paid search,1140
346,6217,2026-05-06,mobile,Germany,paid search,1482
347,4470,2026-05-08,mobile,UK,organic search,294
348,445,2026-05-09,mobile,Spain,email,1742
349,13244,2026-05-14,tablet,Spain,direct,1772
350,14605,2026-05-01,desktop,Spain,referral,416
351,22148,2026-05-07,mobile,Italy,referral,471
352,18042,2026-05-08,mobile,Italy,direct,1759
353,13759,2026-05-05,tablet,Germany,paid search,897
354,5045,2026-04-29,desktop,France,paid search,220
355,13672,2026-05-01,desktop,Italy,referral,1385
356,10588,2026-04-26,tablet,Spain,direct,1496
357,19025,2026-05-05,tablet,UK,direct,810
358,22602,2026-05-10,desktop,Italy,referral,1457
359,16020,2026-05-06,mobile,UK,email,859
360,18404,2026-05-09,tablet,UK,organic search,1288
361,13439,2026-04-27,tablet,US,referral,517
362,17630,2026-05-06,desktop,Spain,direct,1253
363,11154,2026-05-05,tablet,France,referral,1413
364,22089,2026-05-04,tablet,France,paid search,1327
365,20263,2026-05-02,mobile,US,direct,178
366,20961,2026-04-27,desktop,UK,email,1425
367,10071,2026-04-28,mobile,US,organic search,284
368,24186,2026-04-29,desktop,UK,email,541
369,5270,2026-04-27,tablet,Italy,organic search,1244
370,21661,2026-05-03,tablet,Germany,organic search,127
371,16383,2026-05-13,mobile,Spain,direct,1123
372,18497,2026-05-14,mobile,US,referral,1508
373,14358,2026-04-26,mobile,Italy,organic search,1717
374,23641,2026-04-25,desktop,UK,direct,218
375,18162,2026-05-15,mobile,Spain,direct,1154
376,5124,2026-04-26,desktop,Germany,referral,635
377,7175,2026-05-01,tablet,Spain,referral,218
378,8157,2026-04-27,desktop,France,referral,1408
379,2580,2026-05-08,desktop,France,paid search,1480
380,3568,2026-05-07,tablet,Italy,organic search,639
381,12744,2026-05-01,tablet,UK,organic search,1168
382,13897,2026-04-28,tablet,France,referral,83
383,14758,2026-05-14,tablet,Germany,email,957
384,15942,2026-04-27,mobile,Spain,paid search,1767
385,21729,2026-05-13,tablet,UK,organic search,374
386,7839,2026-05-11,desktop,Italy,referral,881
387,23603,2026-05-05,desktop,UK,referral,1261
388,5604,2026-04-29,tablet,Spain,email,804
389,7674,2026-04-25,desktop,UK,organic search,663
390,20335,2026-05-11,desktop,US,direct,281
391,17876,2026-05-08,mobile,France,paid search,164
392,5946,2026-04-26,mobile,US,paid search,1709
393,3639,2026-04-25,desktop,US,referral,159
394,14945,2026-04-27,tablet,UK,paid search,1012
395,4129,2026-05-03,tablet,Spain,organic search,1493
396,16829,2026-05-10,mobile,US,paid search,605
397,6820,2026-05-12,desktop,Spain,referral,1272
398,18065,2026-05-01,tablet,Spain,direct,1484
399,7295,2026-05-01,tablet,US,referral,1709
400,685,2026-05-05,tablet,Germany,email,1461
401,23726,2026-04-30,desktop,UK,referral,1770
402,10106,2026-04-30,mobile,Spain,email,1439
403,2749,2026-04-30,tablet,Italy,organic search,1252
404,10633,2026-05-10,desktop,US,referral,1253
405,9819,2026-05-09,desktop,UK,email,833
406,13092,2026-05-08,desktop,Germany,paid search,225
407,16523,2026-05-13,desktop,Italy,direct,934
408,16280,2026-05-01,mobile,Italy,paid search,1115
409,8179,2026-05-08,desktop,France,email,1401
410,8946,2026-05-03,mobile,Spain,direct,1794
411,22119,2026-05-15,mobile,UK,organic search,1085
412,3702,2026-04-30,desktop,Italy,email,1095
413,10755,2026-04-28,desktop,Italy,referral,1704
414,22802,2026-04-25,mobile,US,organic search,1577
415,4205,2026-05-08,tablet,France,paid search,189
416,20326,2026-05-09,mobile,Germany,referral,1792
417,24826,2026-05-02,desktop,Germany,referral,396
418,18594,2026-05-13,tablet,France,organic search,407
419,8234,2026-04-30,tablet,Italy,paid search,197
420,67,2026-04-29,tablet,Germany,organic search,1248
421,24456,2026-05-14,mobile,UK,direct,519
422,2620,2026-05-15,desktop,Germany,email,1447
423,18362,2026-05-04,mobile,US,direct,1240
424,23400,2026-04-29,desktop,Italy,referral,351
425,3469,2026-05-08,tablet,Germany,paid search,1166
426,4048,2026-05-09,mobile,France,email,1004
427,19627,2026-04-25,mobile,Italy,direct,1339
428,1328,2026-04-28,desktop,Spain,organic search,961
429,4233,2026-04-27,tablet,US,direct,968
430,21869,2026-05-08,tablet,US,referral,556
431,6358,2026-05-12,desktop,Spain,referral,143
432,7245,2026-05-09,mobile,UK,email,778
433,10948,2026-05-01,tablet,France,direct,1192
434,7598,2026-05-14,tablet,UK,paid search,1375
435,4147,2026-05-06,mobile,France,direct,767
436,10355,2026-04-28,tablet,Italy,referral,648
437,9142,2026-04-27,tablet,US,email,1752
438,23400,2026-04-30,desktop,Spain,referral,1023
439,24486,2026-05-15,desktop,France,direct,551
440,7750,2026-05-04,tablet,UK,organic search,540
441,23590,2026-04-30,mobile,UK,direct,1229
442,10230,2026-04-30,desktop,Germany,referral,1479
443,5433,2026-05-06,desktop,Germany,direct,1261
444,9783,2026-05-09,desktop,Germany,direct,626
445,3827,2026-04-29,mobile,Spain,organic search,1596
446,17541,2026-04-29,desktop,US,email,1483
447,4748,2026-04-30,mobile,Germany,referral,1437
448,22717,2026-05-01,desktop,Italy,email,1187
449,24579,2026-04-27,tablet,France,direct,225
450,10571,2026-04-25,mobile,Italy,paid search,944
451,24850,2026-04-30,tablet,France,referral,493
452,20081,2026-05-11,tablet,Italy,email,360
453,22916,2026-05-02,desktop,Spain,organic search,1006
454,12987,2026-05-05,mobile,US,email,381
455,21271,2026-05-09,mobile,US,email,346
456,797,2026-05-15,desktop,France,referral,680
457,18351,2026-05-09,desktop,Spain,email,269
458,12764,2026-05-15,mobile,US,paid search,625
459,15175,2026-05-04,desktop,Germany,paid search,1340
460,8555,2026-05-05,mobile,UK,organic search,963
461,13750,2026-04-30,tablet,UK,paid search,151
462,13072,2026-04-30,desktop,Germany,referral,1273
463,8873,2026-04-27,tablet,Italy,referral,1325
464,4456,2026-05-15,tablet,Germany,organic search,498
465,5179,2026-04-26,mobile,Germany,referral,641
466,758,2026-05-04,mobile,France,paid search,799
467,12587,2026-05-12,mobile,France,referral,258
468,16301,2026-05-05,desktop,UK,referral,812
469,24729,2026-05-05,tablet,Germany,email,93
470,11418,2026-04-28,tablet,Italy,direct,1258
471,19136,2026-05-12,tablet,Spain,referral,511
472,15323,2026-05-04,desktop,US,organic search,860
473,15264,2026-05-15,desktop,France,referral,1790
474,11452,2026-05-09,desktop,Spain,email,933
475,3720,2026-05-13,mobile,US,email,438
476,53,2026-05-04,mobile,UK,referral,1108
477,1143,2026-04-25,mobile,US,organic search,1699
478,23341,2026-05-08,tablet,Spain,organic search,1691
479,11753,2026-05-13,tablet,Spain,paid search,778
480,8072,2026-05-01,desktop,Italy,paid search,517
481,23104,2026-04-29,tablet,UK,direct,487
482,24827,2026-05-11,mobile,Spain,organic search,758
483,22870,2026-05-06,desktop,France,paid search,1565
484,1856,2026-05-05,tablet,Spain,paid search,1239
485,19191,2026-05-14,desktop,Germany,paid search,1695
486,21045,2026-05-07,tablet,US,paid search,1082
487,12838,2026-05-03,mobile,UK,referral,116
488,17719,2026-05-02,desktop,Spain,direct,1053
489,1718,2026-04-25,tablet,US,organic search,1086
490,12324,2026-05-07,desktop,Germany,paid search,1647
491,4011,2026-05-07,mobile,Italy,referral,906
492,20000,2026-05-09,desktop,UK,paid search,423
493,16985,2026-05-04,desktop,Spain,email,1005
494,20060,2026-05-15,mobile,US,paid search,1317
495,12382,2026-05-05,tablet,UK,referral,1565
496,22854,2026-05-09,desktop,France,paid search,1336
497,20330,2026-04-29,desktop,France,email,220
498,976,2026-05-04,mobile,Spain,email,1446
499,1755,2026-04-28,tablet,US,email,1557
500,22743,2026-05-12,desktop,Germany,referral,1477
501,14868,2026-04-26,desktop,US,direct,83
502,23139,2026-05-09,mobile,Germany,paid search,1235
503,4242,2026-05-15,desktop,Germany,email,1490
504,19056,2026-05-11,desktop,US,email,764
505,5918,2026-05-11,mobile,Spain,paid search,1418
506,20695,2026-05-04,mobile,France,email,1369
507,18127,2026-04-29,desktop,UK,paid search,710
508,24618,2026-05-14,desktop,France,paid search,1760
509,4376,2026-05-04,mobile,UK,direct,386
510,20059,2026-04-30,desktop,UK,direct,417
511,20769,2026-04-30,tablet,France,paid search,655
512,18118,2026-05-02,mobile,Italy,organic search,1194
513,10687,2026-05-03,mobile,US,organic search,874
514,12553,2026-05-04,desktop,France,paid search,594
515,16220,2026-05-01,tablet,Spain,paid search,973
516,16077,2026-05-01,desktop,UK,referral,801
517,19819,2026-05-12,desktop,Spain,referral,1183
518,21329,2026-05-02,desktop,Italy,organic search,1227
519,21501,2026-04-30,tablet,Spain,direct,1640
520,20432,2026-05-04,tablet,France,referral,1710
521,1952,2026-05-09,tablet,France,direct,1217
522,2515,2026-05-06,mobile,UK,organic search,1648
523,17497,2026-04-25,desktop,France,email,1464
524,12914,2026-05-11,desktop,Italy,referral,845
525,4397,2026-05-08,mobile,Spain,paid search,405
526,15809,2026-04-30,desktop,France,paid search,704
527,1719,2026-05-10,desktop,Germany,referral,1570
528,4586,2026-05-11,mobile,UK,paid search,1369
529,22643,2026-04-26,mobile,France,referral,471
530,9384,2026-05-05,mobile,Germany,referral,704
531,4,2026-05-12,tablet,US,direct,397
532,8388,2026-05-14,desktop,France,referral,1440
533,684,2026-04-25,desktop,US,referral,367
534,13555,2026-05-04,mobile,Italy,paid search,1409
535,1530,2026-05-08,mobile,Italy,organic search,1374
536,9635,2026-05-03,tablet,France,paid search,91
537,11260,2026-05-03,mobile,UK,organic search,128
538,16598,2026-05-04,desktop,UK,paid search,242
539,22174,2026-04-25,mobile,Germany,direct,1165
540,8321,2026-05-06,desktop,UK,email,610
541,24125,2026-05-05,tablet,Italy,email,1614
542,19611,2026-05-12,tablet,US,organic search,415
543,11138,2026-05-05,tablet,France,organic search,169
544,12431,2026-05-05,desktop,Italy,paid search,1105
545,9346,2026-04-27,desktop,UK,email,405
546,8325,2026-05-05,mobile,Italy,email,752
547,8241,2026-05-01,mobile,Germany,organic search,217
548,15790,2026-05-03,tablet,UK,referral,1455
549,16437,2026-04-30,mobile,US,direct,168
550,20395,2026-05-01,desktop,Germany,paid search,1164
551,13480,2026-05-03,desktop,Italy,paid search,1229
552,23596,2026-05-01,mobile,France,referral,384
553,6037,2026-05-06,mobile,US,direct,610
554,4704,2026-04-28,mobile,France,email,1630
555,18130,2026-04-29,desktop,France,organic search,1297
556,19230,2026-04-30,desktop,Spain,organic search,1420
557,18692,2026-05-15,mobile,Italy,organic search,1455
558,12506,2026-05-09,mobile,Spain,paid search,677
559,15037,2026-05-10,tablet,France,direct,650
560,936,2026-05-07,desktop,Spain,organic search,961
561,5025,2026-05-09,tablet,Spain,referral,165
